Ticket,Authority
"شارع الامام مسلم يعتبر شريان ومؤدي الى طرق سريعه، غرب شارع الامام مسلم قبل الدائري الثالث يحتاج الطريق الى صيانة آلاف السيارات يوميا تعاني من سوء الطريق ..أين أمانة المدينة عن صيانة الشارع ؟!
 مسؤلي الامانة أتوقع ماوصلوا الى نهاية الشارع وشافوا الوضع الكارثي",وزارة الشؤون البلدية والقروية والإسكان
"ونفق شارع الأمير عبدالمجيد بالمدينة المنورة (الحزام سابقاً) متى يا ترى حيفتتح !!!
 
 علماً بأن له قرابة الـ 7 سنوات على وضعه .! 
 يارب مايتأخر أكثر من كذا",وزارة الشؤون البلدية والقروية والإسكان
عقبال بقيه الحفريات والشوارع اللي ضيقتوها علينا,وزارة الشؤون البلدية والقروية والإسكان
وكثير اللي ماقدر يتفاداه وتسبب في اضرار كثيره للسيارات ، يارجل طريق النخيل (من دوار العقده الى بوابة النخيل ) اللي خططه ونفذه عمال النظافه!مستحيل يكون مهندس ،مطبات عشوائيه ايش الهدف منها حاطينها بعد التقاطع او الاوتير وليس قبله غير نقط المسارات البيضاء جايبين حجم يستخدم بالمواقف,وزارة الشؤون البلدية والقروية والإسكان
امانة المدينة المنورة,وزارة الشؤون البلدية والقروية والإسكان
إكرام الأشجار من كرام,وزارة الشؤون البلدية والقروية والإسكان
"""ميدان الملك عبدالعزيز"" 
 قبل وبعد التطوير ضمن برنامج ?",وزارة الشؤون البلدية والقروية والإسكان
في شارع الحزام عند كنتاكي فيه برميلين في الشارع. نقول الله يستر.,وزارة الشؤون البلدية والقروية والإسكان
مشكلة وادي الزبير والذي يستخدم أهل الحي أرصفته ممشى لهم حيث يرتاده الصغير والكبير وهذا الوادي فيه مستنقعات تسكن فيها الهوادم والضفادع والكلاب وينتشر حوله البعوض معالي الأمين جعلتم حسابكم ومكتبكم باباً مفتوحاً للجميع بلغكم الله ماترجون ووقانا وإياكم ماتحذرون هذا الوادي وبورك فيكم,وزارة الشؤون البلدية والقروية والإسكان
شارعنا متعوده فيه الي هو طريق الملك عبد الله والشارع الي عند دوار الحمراني !؟,وزارة الشؤون البلدية والقروية والإسكان
تعودت بالمدينه المنوره تكون الاعلام معلقه بكل الشوارع !؟ وش السالفه !!!!!!,وزارة الشؤون البلدية والقروية والإسكان
سؤالي الى هيئة تطويرالمدينة,وزارة الشؤون البلدية والقروية والإسكان
لو تكرمت مهندس فهد امين أمانة المدينة المنورة تضعون على ملتقى طريق الهجرة الفرعي مع الدائري الثالث علامة او لوحة ارشادية تشير الى مدينة حائل للتسهيل على المسافرين معرفة مفرق مدينة حائل ، شاكر ومقدر تجاوبكم . اعانكم الله .,وزارة الشؤون البلدية والقروية والإسكان
حياك الله ،جميع منافذ البيع ملزمة بتوفير وسائل الدفع الإلكتروني (مدى)، وفي حال عدم توفرها يمكنك رفع بلاغ تجاري عبر:,وزارة الشؤون البلدية والقروية والإسكان
"موقع المحلات غرب مسجد بلال مباشره وبين سوق قباء 
 كلها بدون نقاط بيع وبدون رخص 
 جميع الحلاقين بدون نقاط بيع وبدون رخص 
 جميع محلات الاكسسوارات بدون نقاط بيع وبدون رخص
 والبلاغ هذا هو مباشر",وزارة الشؤون البلدية والقروية والإسكان
امانة المدينة ياما و ياما طالبنا بالنظر في طريق العيون من أسوأ الطرق في المدينة المنورة الطريق أصبح عبارة عن حفريات و طرق متكسرة ابتداء من اول طريق العيون حتى إشارة حراج الخرده كلا الطريقين متهالك والله تكره تروح مشوار مع طريق العيون,وزارة الشؤون البلدية والقروية والإسكان
ملاحظة مهمة نأمل منكم تغيير الترحيب من ينبع النخل ترحب بكم إلى السويق يرحب بكم نظرًا لوجود 3 قرى قبل بوابة السويق التاريخية وهي: قرية خيف حسين وقرية اليسيرة وقرية البثنة نأمل منكم أن تضيفوا ينبع النخل ترحب بكم قبل خيف حسين لأنها البداية الفعالة للقادمين إلى,وزارة الشؤون البلدية والقروية والإسكان
ولا ننسى مخطط الياسمين كذالك يعج بالمخلفات اكثر,وزارة الشؤون البلدية والقروية والإسكان
"متى يتنظم موضوع حاويات المطاعم !! 
 احتكار للمواقف والروائح الكريهة وو…",وزارة الشؤون البلدية والقروية والإسكان
"المدينة صارت زحمه واختناقات مرورية
 
 لابد من تطوير المخططات الطرفية ليسكنها الناس بدلاً من البقاء في وسط المدينة .
 
 وامداد المخططات الطرفية بالخدمات لتقليل التوافد لوسط المدينة .",وزارة الشؤون البلدية والقروية والإسكان
